Date,USD_INR,GBP_INR,EUR_INR,JPY_INR,CHF_INR
2016-07-06,67.4260025024414,87.33100128173828,74.51499938964844,0.665880024433136,68.94100189208984
2016-07-07,67.4010009765625,87.13899993896484,74.7300033569336,0.6659200191497803,69.05400085449219
2016-07-08,67.49700164794922,86.95899963378906,74.61399841308594,0.6690000295639038,68.88600158691406
2016-07-11,67.13200378417969,86.91899871826172,73.52449798583984,0.6670699715614319,68.19200134277344
2016-07-12,67.1449966430664,87.25700378417969,74.1729965209961,0.6542500257492065,68.25399780273438
2016-07-13,66.87000274658203,88.61000061035156,73.99800109863281,0.6385200023651123,67.63200378417969
2016-07-14,67.00599670410156,88.01399993896484,74.27200317382812,0.6430799961090088,67.99600219726562
2016-07-15,66.83799743652344,89.21399688720703,74.1449966430664,0.6346499919891357,68.0260009765625
2016-07-18,67.13300323486328,88.56500244140625,74.0,0.6395000219345093,68.23699951171875
2016-07-19,67.13899993896484,89.06400299072266,74.26100158691406,0.6319199800491333,68.26100158691406
2016-07-20,67.20600128173828,88.10299682617188,73.93499755859375,0.6324599981307983,68.0790023803711
2016-07-21,67.16400146484375,88.8499984741211,73.9260025024414,0.6258000135421753,68.01399993896484
2016-07-22,67.15399932861328,88.75900268554688,74.01200103759766,0.6340299844741821,68.10800170898438
2016-07-25,67.14600372314453,88.0510025024414,73.625,0.6319500207901001,67.95999908447266
2016-07-26,67.40499877929688,88.33100128173828,73.99299621582031,0.6376500129699707,68.27999877929688
2016-07-27,67.28399658203125,88.33200073242188,73.85700225830078,0.6410599946975708,67.75
2016-07-28,67.06300354003906,88.6050033569336,74.16000366210938,0.6383900046348572,68.03399658203125
2016-07-29,67.00700378417969,88.18800354003906,74.19300079345703,0.6389999985694885,68.3219985961914
2016-08-01,66.64800262451172,88.14199829101562,73.4260025024414,0.6522300243377686,68.6729965209961
2016-08-02,66.7509994506836,88.03500366210938,74.4729995727539,0.6515300273895264,68.87100219726562
2016-08-03,66.6760025024414,88.9530029296875,74.73200225830078,0.6590800285339355,69.03600311279297
2016-08-04,66.76000213623047,88.9229965209961,74.375,0.6582000255584717,68.55899810791016
2016-08-05,66.84100341796875,87.66699981689453,74.34300231933594,0.6598100066184998,68.56199645996094
2016-08-08,66.83499908447266,87.36000061035156,73.41580200195312,0.6557499766349792,68.08399963378906
2016-08-09,66.79399871826172,87.10099792480469,73.96600341796875,0.6523799896240234,67.89299774169922
2016-08-10,66.78299713134766,86.85900115966797,74.17400360107422,0.6545799970626831,67.97699737548828
2016-08-11,66.75800323486328,86.91200256347656,74.59700012207031,0.6594099998474121,68.47599792480469
2016-08-12,66.73999786376953,86.44400024414062,74.25599670410156,0.6547999978065491,68.36799621582031
2016-08-15,66.89959716796875,86.31099700927734,74.61599731445312,0.6596800088882446,68.56800079345703
2016-08-16,66.86489868164062,86.17500305175781,74.70600128173828,0.6598399877548218,68.64299774169922
2016-08-17,66.85769653320312,87.2249984741211,75.322998046875,0.6666300296783447,69.4469985961914
2016-08-18,66.90550231933594,87.2760009765625,75.53500366210938,0.6691399812698364,69.53099822998047
2016-08-19,66.81999969482422,87.95600128173828,75.75599670410156,0.6667900085449219,69.92900085449219
2016-08-22,67.12750244140625,87.73600006103516,75.95999908447266,0.669160008430481,69.88400268554688
2016-08-23,67.1874008178711,88.28399658203125,75.97699737548828,0.6692000031471252,69.74700164794922
2016-08-24,67.12999725341797,88.56199645996094,75.79199981689453,0.6685400009155273,69.60600280761719
2016-08-25,67.16000366210938,88.88300323486328,75.55400085449219,0.6673200130462646,69.35700225830078
2016-08-26,67.00559997558594,88.38600158691406,75.56700134277344,0.6657900214195251,69.23400115966797
2016-08-29,67.12899780273438,88.1969985961914,74.70110321044922,0.6551899909973145,68.21099853515625
2016-08-30,67.08999633789062,87.92900085449219,75.01599884033203,0.6582900285720825,68.55000305175781
2016-08-31,67.12660217285156,87.81600189208984,74.7770004272461,0.6518599987030029,68.21199798583984
2016-09-01,66.97470092773438,88.03199768066406,74.65499877929688,0.6476699709892273,68.0270004272461
2016-09-02,66.79299926757812,88.66699981689453,74.72599792480469,0.6462100148200989,68.09200286865234
2016-09-05,66.57279968261719,88.50199890136719,74.43699645996094,0.6418399810791016,68.06900024414062
2016-09-06,66.45999908447266,88.4010009765625,74.03700256347656,0.6413499712944031,67.73400115966797
2016-09-07,66.25520324707031,88.94499969482422,74.49199676513672,0.6523399949073792,68.2490005493164
2016-09-08,66.47160339355469,88.66400146484375,74.64199829101562,0.6521499752998352,68.48200225830078
2016-09-09,66.44999694824219,88.4000015258789,74.80799865722656,0.6488699913024902,68.3010025024414
2016-09-12,66.77799987792969,88.5770034790039,74.81900024414062,0.6503099799156189,68.28099822998047
2016-09-13,66.7229995727539,89.0,74.93800354003906,0.6551700234413147,68.61399841308594
2016-09-14,66.99500274658203,88.38400268554688,75.13700103759766,0.6535000205039978,68.56300354003906
2016-09-15,66.75810241699219,88.53900146484375,75.01100158691406,0.6503599882125854,68.51100158691406
2016-09-16,66.85030364990234,88.54299926757812,75.09400177001953,0.6546599864959717,68.74199676513672
2016-09-19,67.06529998779297,87.24500274658203,74.76599884033203,0.6551200151443481,68.33899688720703
2016-09-20,66.9552001953125,87.3290023803711,74.77400207519531,0.6567000150680542,68.24400329589844
2016-09-21,66.9749984741211,86.9489974975586,74.62799835205078,0.6589300036430359,68.33300018310547
2016-09-22,66.76119995117188,87.01899719238281,74.64700317382812,0.664330005645752,68.53700256347656
2016-09-23,66.62259674072266,87.16799926757812,74.60900115966797,0.6601399779319763,68.68000030517578
2016-09-26,66.69650268554688,86.4990005493164,74.80500030517578,0.6597399711608887,68.66899871826172
2016-09-27,66.60649871826172,86.37899780273438,74.85700225830078,0.6629999876022339,68.65899658203125
2016-09-28,66.44129943847656,86.46700286865234,74.43199920654297,0.660539984703064,68.36299896240234
2016-09-29,66.33280181884766,86.49500274658203,74.37300109863281,0.6564300060272217,68.26699829101562
2016-09-30,66.81629943847656,86.62799835205078,74.89600372314453,0.6596400141716003,69.09700012207031
2016-10-03,66.54650115966797,86.12899780273438,73.33100128173828,0.6560900211334229,68.44499969482422
2016-10-04,66.38030242919922,85.28900146484375,74.51100158691406,0.6529399752616882,68.25
2016-10-05,66.5780029296875,84.73699951171875,74.55500030517578,0.6464499831199646,67.9739990234375
2016-10-06,66.56320190429688,84.9020004272461,74.52899932861328,0.642769992351532,68.27100372314453
2016-10-07,66.68710327148438,82.677001953125,74.22599792480469,0.6420199871063232,67.93599700927734
2016-10-10,66.59120178222656,82.80599975585938,73.32610321044922,0.6462000012397766,68.05899810791016
2016-10-11,66.48509979248047,82.03800201416016,73.98600006103516,0.6405199766159058,67.6240005493164
2016-10-12,66.79850006103516,82.04199981689453,73.80699920654297,0.6458899974822998,67.54900360107422
2016-10-13,66.81809997558594,81.41600036621094,73.49800109863281,0.6399099826812744,67.40799713134766
2016-10-14,66.78399658203125,81.64299774169922,73.71099853515625,0.643310010433197,67.62200164794922
2016-10-17,66.7052993774414,81.19000244140625,72.46189880371094,0.6396600008010864,67.28600311279297
2016-10-18,66.78359985351562,81.5479965209961,73.47699737548828,0.6424400210380554,67.52200317382812
2016-10-19,66.73799896240234,82.10900115966797,73.1729965209961,0.6419900059700012,67.33399963378906
2016-10-20,66.63639831542969,81.90299987792969,73.06199645996094,0.6439700126647949,67.30400085449219
2016-10-21,66.84130096435547,81.93299865722656,72.98500061035156,0.6414499878883362,67.2770004272461
2016-10-24,66.91120147705078,81.79900360107422,71.82530212402344,0.6438500285148621,67.27200317382812
2016-10-25,66.83399963378906,81.69400024414062,72.59700012207031,0.6401299834251404,67.1709976196289
2016-10-26,66.78130340576172,81.302001953125,72.6259994506836,0.640529990196228,67.06400299072266
2016-10-27,66.86399841308594,81.82099914550781,72.8759994506836,0.6388300061225891,67.23600006103516
2016-10-28,66.90299987792969,81.41999816894531,72.83200073242188,0.6352300047874451,67.24700164794922
2016-10-31,66.78140258789062,81.41999816894531,71.88780212402344,0.6368299722671509,67.5270004272461
2016-11-01,66.66549682617188,81.56800079345703,73.06999969482422,0.6352800130844116,67.33300018310547
2016-11-02,66.67849731445312,81.60399627685547,73.64099884033203,0.6399000287055969,68.302001953125
2016-11-03,66.77749633789062,82.16699981689453,74.01100158691406,0.6452400088310242,68.54900360107422
2016-11-04,66.68450164794922,83.12699890136719,73.95099639892578,0.6465100049972534,68.37100219726562
2016-11-07,66.7853012084961,83.15899658203125,73.09639739990234,0.647629976272583,68.9540023803711
2016-11-08,66.73500061035156,82.68499755859375,73.66999816894531,0.6382499933242798,68.44200134277344
2016-11-09,66.22949981689453,82.02799987792969,72.89600372314453,0.6299600005149841,67.5469970703125
2016-11-10,66.50749969482422,82.5770034790039,72.5510025024414,0.6276500225067139,67.4749984741211
2016-11-11,67.2145004272461,84.3239974975586,72.7300033569336,0.625029981136322,67.6510009765625
2016-11-14,67.54679870605469,84.94300079345703,73.26899719238281,0.632420003414154,68.35800170898438
2016-11-15,67.77549743652344,84.7300033569336,72.77300262451172,0.625760018825531,67.8949966430664
2016-11-16,67.74800109863281,84.3479995727539,72.58799743652344,0.6207399964332581,67.59600067138672
2016-11-17,67.98149871826172,84.57499694824219,72.72200012207031,0.6243799924850464,67.85199737548828
2016-11-18,67.97480010986328,84.36699676513672,72.12999725341797,0.6159300208091736,67.41899871826172
2016-11-21,68.16999816894531,84.19200134277344,71.42559814453125,0.6139699816703796,67.39900207519531
2016-11-22,68.21549987792969,85.21600341796875,72.49500274658203,0.6157900094985962,67.62100219726562
2016-11-23,68.385498046875,84.95099639892578,72.64199829101562,0.6156600117683411,67.58200073242188
2016-11-24,68.79850006103516,85.4749984741211,72.45800018310547,0.6104300022125244,67.5469970703125
2016-11-25,68.74549865722656,85.5999984741211,72.52200317382812,0.6062300205230713,67.552001953125
2016-11-28,68.50849914550781,85.41100311279297,72.51499938964844,0.6052799820899963,67.48400115966797
2016-11-29,68.55549621582031,85.0989990234375,72.73300170898438,0.6133800148963928,67.65399932861328
